Engine_RPM,EGT1,EGT2,EGT3,CHT,Fuel_Flow,Oil_Temp,Oil_Pressure,Battery_Voltage,Battery_Current,Alternator_Temp,EFI_Fuel_Temp,EFI_Water_Temp,MAP_Injector,Operating_State,Robust_Anomaly_Score,Health_State
3064.0,1262.5099,1236.5491,1210.5883,202.51373,7.9686275,109.399994,67.0,27.6,0.0,100.76471,84.2,190.4,13.48474,CRUISE_LOW,0.6865662141480544,Normal
4560.0,1340.3922,1366.353,1372.8431,202.51373,38.847057,215.6,56.0,27.7,0.0,204.60785,-2.2000008,186.79999,31.034119,CRUISE,0.6841001937167461,Normal
3124.0,1269.0,1243.0393,1236.5491,200.5098,7.9686275,145.4,64.0,27.6,0.0,120.23529,84.2,190.4,13.48474,CRUISE_LOW,0.4666701023974358,Normal
4412.0,1340.3922,1372.8431,1359.8628,202.51373,37.85098,199.4,56.0,27.7,0.0,191.62746,-2.2000008,183.2,31.629013,CRUISE,0.6638162623654816,Normal
2980.0,1262.5099,1288.4706,1236.5491,198.50586,37.85098,177.79999,61.0,27.7,0.0,172.15686,78.8,190.4,13.782187,CRUISE_LOW,0.6683372792544454,Normal
4440.0,1333.902,1366.353,1359.8628,198.50586,37.85098,186.79999,56.0,27.7,0.0,204.60785,-2.2000008,183.2,31.92646,CRUISE,0.6396026035785254,Normal
4720.0,1353.3726,1372.8431,1372.8431,202.51373,39.843136,210.19998,56.0,27.7,0.0,191.62746,-2.2000008,186.79999,31.034119,CRUISE,0.939325899138289,Normal
4480.0,1346.8823,1359.8628,1372.8431,200.5098,38.847057,186.79999,56.0,27.7,0.0,191.62746,-2.2000008,183.2,31.629013,CRUISE,0.8299717946975642,Normal
4552.0,1346.8823,1359.8628,1366.353,202.51373,41.835293,186.79999,56.0,27.7,0.0,178.64706,1.3999977,183.2,31.92646,CRUISE,0.4834440549493529,Normal
4384.0,1333.902,1359.8628,1346.8823,202.51373,37.85098,201.19998,56.0,27.7,0.0,224.07843,-2.2000008,183.2,31.331566,CRUISE,0.6887444007003476,Normal
3844.0,1236.5491,1236.5491,1223.5686,204.51764,8.964705,152.59999,66.0,27.7,0.0,152.68628,32.0,165.2,10.212823,CRUISE_LOW,0.9973155238882022,Normal
5428.0,1269.0,1288.4706,1281.9805,206.52155,60.760784,167.0,60.0,27.6,0.0,172.15686,35.6,172.4,34.90093,HIGH,0.574187048112064,Normal
3084.0,1301.451,1275.4902,1262.5099,202.51373,7.9686275,132.79999,68.0,27.8,0.0,133.2157,66.2,190.4,14.377082,CRUISE_LOW,0.6125877230887241,Normal
2920.0,1262.5099,1262.5099,1204.098,200.5098,7.9686275,190.4,62.0,27.7,0.0,178.64706,78.8,192.2,14.377082,CRUISE_LOW,0.4555132279468957,Normal
4748.0,1366.353,1372.8431,1372.8431,202.51373,41.835293,203.0,57.0,27.7,0.0,185.13727,-2.2000008,183.2,31.92646,CRUISE,0.7429790977939283,Normal
4492.0,1320.9216,1353.3726,1346.8823,198.50586,39.843136,177.79999,56.0,27.900002,0.0,165.66667,5.0,186.79999,31.629013,CRUISE,0.4923210948422166,Normal
5472.0,1314.4314,1333.902,1333.902,208.52548,58.768627,159.79999,62.0,28.1,0.0,198.11765,50.0,176.0,34.60348,HIGH,0.5688500941560849,Normal
5464.0,1256.0197,1281.9805,1275.4902,210.52942,61.756863,145.4,63.0,27.7,0.0,185.13727,64.399994,174.2,34.306034,HIGH,0.725608697976738,Normal
4572.0,1333.902,1372.8431,1359.8628,204.51764,37.85098,215.6,54.0,27.7,0.0,204.60785,-2.2000008,186.79999,31.034119,CRUISE,0.7888123136450946,Normal
5428.0,1262.5099,1275.4902,1275.4902,202.51373,63.74902,172.4,58.0,27.6,0.0,191.62746,19.400002,177.79999,35.198376,HIGH,0.6717993892383645,Normal
3776.0,1269.0,1262.5099,1210.5883,210.52942,10.956862,154.4,60.0,27.6,0.0,152.68628,84.2,172.4,9.023036,CRUISE_LOW,0.5278542934501348,Normal
4864.0,1333.902,1353.3726,1346.8823,200.5098,48.807842,192.2,56.0,28.0,0.0,191.62746,1.3999977,183.2,33.711143,CRUISE,0.57638195155625,Normal
4536.0,1340.3922,1372.8431,1359.8628,202.51373,39.843136,215.6,56.0,27.7,0.0,224.07843,-2.2000008,186.79999,31.034119,CRUISE,0.8652132683016103,Normal
4708.0,1366.353,1366.353,1366.353,202.51373,41.835293,201.19998,56.0,27.7,0.0,185.13727,-2.2000008,186.79999,31.92646,CRUISE,0.7974885537902581,Normal
5368.0,1320.9216,1340.3922,1346.8823,210.52942,56.77647,150.79999,64.0,27.8,0.0,198.11765,59.0,179.59999,34.306034,HIGH,0.7587652837484793,Normal
5432.0,1262.5099,1288.4706,1275.4902,204.51764,62.75294,143.59999,63.0,27.7,0.0,204.60785,66.2,177.79999,34.306034,HIGH,0.5194694476549423,Normal
5400.0,1275.4902,1294.9608,1288.4706,206.52155,60.760784,152.59999,62.0,27.6,0.0,204.60785,57.199997,177.79999,34.306034,HIGH,0.373767391983089,Normal
3488.0,1243.0393,1249.5294,1223.5686,202.51373,10.956862,185.0,65.0,28.5,0.0,172.15686,64.399994,183.2,13.48474,CRUISE_LOW,0.7740227267483222,Normal
5380.0,1275.4902,1288.4706,1288.4706,206.52155,7.9686275,149.0,65.0,27.7,0.0,211.09805,78.8,165.2,34.90093,HIGH,0.9832799249932618,Normal
5504.0,1269.0,1288.4706,1281.9805,202.51373,6.972549,170.59999,58.0,27.6,0.0,191.62746,23.0,190.4,34.90093,HIGH,0.9133138910956444,Normal
3472.0,1243.0393,1256.0197,1223.5686,210.52942,11.952941,179.59999,66.0,28.5,0.0,172.15686,64.399994,179.59999,13.187295,CRUISE_LOW,0.8692205989209221,Normal
2980.0,1262.5099,1288.4706,1230.0588,200.5098,37.85098,179.59999,62.0,27.7,0.0,152.68628,77.0,192.2,14.079635,CRUISE_LOW,0.6705659961313977,Normal
5400.0,1262.5099,1281.9805,1281.9805,204.51764,60.760784,167.0,60.0,27.7,0.0,191.62746,32.0,167.0,34.90093,HIGH,0.5255733162454398,Normal
3312.0,1243.0393,1249.5294,1223.5686,206.52155,8.964705,159.79999,65.0,27.6,0.0,146.19608,66.2,177.79999,12.889848,CRUISE_LOW,0.5157242104821658,Normal
4504.0,1346.8823,1366.353,1372.8431,200.5098,38.847057,188.59999,56.0,27.7,0.0,211.09805,-2.2000008,183.2,31.629013,CRUISE,0.7665450190965908,Normal
3116.0,1301.451,1281.9805,1262.5099,200.5098,7.9686275,131.0,68.0,27.8,0.0,152.68628,66.2,194.0,14.377082,CRUISE_LOW,0.620986622506772,Normal
4540.0,1346.8823,1372.8431,1359.8628,202.51373,39.843136,215.6,56.0,27.7,0.0,191.62746,-2.2000008,186.79999,31.034119,CRUISE,0.8188362271567351,Normal
5284.0,1301.451,1320.9216,1327.4117,210.52942,59.764706,143.59999,65.0,27.8,0.0,191.62746,66.2,179.59999,35.198376,HIGH,0.8823566779918123,Normal
3240.0,1236.5491,1243.0393,1223.5686,202.51373,8.964705,159.79999,66.0,27.6,0.0,172.15686,66.2,170.59999,13.48474,CRUISE_LOW,0.502361414151588,Normal
2996.0,1288.4706,1288.4706,1275.4902,202.51373,22.909803,177.79999,56.0,27.6,0.0,139.70589,84.2,192.2,12.294953,CRUISE_LOW,0.9306757609417516,Normal
4932.0,1327.4117,1346.8823,1340.3922,200.5098,48.807842,203.0,56.0,28.0,0.0,185.13727,1.3999977,183.2,33.413696,CRUISE,0.7713053705832619,Normal
5396.0,1314.4314,1340.3922,1340.3922,210.52942,58.768627,159.79999,61.0,28.2,0.0,198.11765,50.0,159.79999,34.60348,HIGH,0.6765205521275108,Normal
3064.0,1294.9608,1288.4706,1269.0,204.51764,6.972549,188.59999,63.0,28.5,0.0,198.11765,71.59999,190.4,14.079635,CRUISE_LOW,0.7022354381197397,Normal
5312.0,1294.9608,1314.4314,1314.4314,210.52942,58.768627,145.4,66.0,27.8,0.0,217.58826,75.2,177.79999,34.60348,HIGH,0.926887433280708,Normal
4276.0,1314.4314,1353.3726,1333.902,210.52942,37.85098,143.59999,56.0,27.7,0.0,133.2157,-2.2000008,177.79999,31.629013,CRUISE,0.9527521752710588,Normal
2936.0,1249.5294,1249.5294,1204.098,200.5098,56.77647,177.79999,56.0,27.6,0.0,139.70589,84.2,194.0,12.294953,CRUISE_LOW,0.8465859973202605,Normal
4232.0,1314.4314,1346.8823,1320.9216,200.5098,38.847057,179.59999,56.0,27.7,0.0,165.66667,-5.800003,181.4,31.92646,CRUISE,0.6558374849537926,Normal
3088.0,1256.0197,1230.0588,1210.5883,204.51764,7.9686275,98.59999,67.0,27.5,0.0,100.76471,84.2,183.2,13.782187,CRUISE_LOW,0.8212107850179127,Normal
4488.0,1333.902,1359.8628,1359.8628,202.51373,37.85098,210.19998,56.0,27.7,0.0,204.60785,-2.2000008,183.2,31.331566,CRUISE,0.5756183496825598,Normal
3040.0,1269.0,1249.5294,1230.0588,182.4745,6.972549,100.399994,69.0,27.8,0.0,133.2157,66.2,159.79999,14.377082,CRUISE_LOW,0.8264080431623458,Normal
5340.0,1301.451,1320.9216,1320.9216,206.52155,57.77255,145.4,66.0,27.900002,0.0,211.09805,77.0,177.79999,34.90093,HIGH,0.8674065190598247,Normal
5432.0,1327.4117,1346.8823,1353.3726,206.52155,58.768627,145.4,64.0,27.8,0.0,198.11765,64.399994,176.0,34.306034,HIGH,0.7669741690394296,Normal
5256.0,1301.451,1320.9216,1327.4117,210.52942,59.764706,143.59999,65.0,27.8,0.0,191.62746,66.2,183.2,34.90093,HIGH,0.9177149071951028,Normal
3112.0,1294.9608,1288.4706,1256.0197,200.5098,7.9686275,116.59999,68.0,27.8,0.0,146.19608,66.2,183.2,14.377082,CRUISE_LOW,0.590517089343785,Normal
3060.0,1275.4902,1249.5294,1230.0588,184.47842,6.972549,100.399994,69.0,27.8,0.0,133.2157,66.2,161.59999,14.377082,CRUISE_LOW,0.7789656852862697,Normal
4108.0,1301.451,1333.902,1314.4314,200.5098,33.866665,152.59999,57.0,27.7,0.0,146.19608,-2.2000008,179.59999,31.92646,CRUISE,0.896788066467557,Normal
4868.0,1327.4117,1346.8823,1346.8823,200.5098,48.807842,194.0,55.0,27.900002,0.0,172.15686,5.0,186.79999,33.413696,CRUISE,0.8383499397965801,Normal
4668.0,1359.8628,1359.8628,1353.3726,202.51373,41.835293,206.6,56.0,27.7,0.0,191.62746,-2.2000008,186.79999,31.629013,CRUISE,0.8202093418197636,Normal
4544.0,1340.3922,1372.8431,1366.353,202.51373,38.847057,215.6,56.0,27.7,0.0,230.56863,-2.2000008,186.79999,31.034119,CRUISE,0.7925732329155093,Normal
4648.0,1340.3922,1372.8431,1359.8628,202.51373,39.843136,215.6,56.0,27.7,0.0,224.07843,-2.2000008,186.79999,30.736671,CRUISE,0.7208443338755226,Normal
2868.0,1243.0393,1204.098,1197.6079,200.5098,6.972549,177.79999,56.0,27.6,0.0,185.13727,89.59999,174.2,14.971976,CRUISE_LOW,0.6004970929285921,Normal
2948.0,1269.0,1281.9805,1230.0588,202.51373,7.9686275,190.4,63.0,28.5,0.0,198.11765,78.8,192.2,14.377082,CRUISE_LOW,0.5349895603930875,Normal
5484.0,1256.0197,1288.4706,1275.4902,206.52155,61.756863,145.4,63.0,27.8,0.0,185.13727,62.6,174.2,34.306034,HIGH,0.6677402452511172,Normal
5408.0,1275.4902,1294.9608,1294.9608,206.52155,62.75294,165.2,60.0,27.7,0.0,172.15686,39.199997,170.59999,34.60348,HIGH,0.3971146737749914,Normal
5452.0,1249.5294,1269.0,1269.0,196.50195,62.75294,177.79999,57.0,27.6,0.0,178.64706,12.199997,179.59999,34.90093,HIGH,0.9273399728778834,Normal
2972.0,1256.0197,1243.0393,1197.6079,202.51373,7.9686275,190.4,56.0,27.6,0.0,172.15686,89.59999,190.4,12.294953,CRUISE_LOW,0.6139910414189417,Normal
5436.0,1262.5099,1275.4902,1275.4902,198.50586,63.74902,176.0,58.0,27.6,0.0,172.15686,19.400002,177.79999,34.90093,HIGH,0.8285444690273577,Normal
5364.0,1320.9216,1340.3922,1346.8823,212.53333,56.77647,150.79999,63.0,27.8,0.0,191.62746,59.0,174.2,34.60348,HIGH,0.8117908673635961,Normal
5396.0,1269.0,1288.4706,1288.4706,210.52942,58.768627,143.59999,66.0,27.7,0.0,185.13727,73.399994,177.79999,34.00859,HIGH,0.5167838751532398,Normal
5372.0,1301.451,1314.4314,1320.9216,210.52942,58.768627,145.4,65.0,27.8,0.0,204.60785,73.399994,167.0,34.90093,HIGH,0.8095172355576954,Normal
3076.0,1269.0,1256.0197,1236.5491,198.50586,7.9686275,143.59999,67.0,27.7,0.0,126.725494,75.2,192.2,13.782187,CRUISE_LOW,0.534042311296859,Normal
4736.0,1372.8431,1366.353,1359.8628,202.51373,41.835293,203.0,56.0,27.7,0.0,204.60785,-2.2000008,186.79999,31.629013,CRUISE,0.7887917758453971,Normal
3240.0,1294.9608,1275.4902,1269.0,224.55685,7.9686275,154.4,65.0,27.8,0.0,191.62746,62.6,183.2,15.566871,CRUISE_LOW,0.8170541021474504,Normal
4644.0,1346.8823,1359.8628,1359.8628,202.51373,39.843136,215.6,56.0,27.7,0.0,191.62746,-2.2000008,186.79999,31.331566,CRUISE,0.8471633503211604,Normal
4600.0,1340.3922,1359.8628,1359.8628,204.51764,39.843136,215.6,56.0,27.7,0.0,217.58826,-2.2000008,186.79999,31.034119,CRUISE,0.8424563515397295,Normal
3060.0,1275.4902,1275.4902,1269.0,202.51373,7.9686275,177.79999,63.0,27.900002,0.0,191.62746,71.59999,177.79999,14.377082,CRUISE_LOW,0.536957210121649,Normal
3196.0,1236.5491,1236.5491,1223.5686,202.51373,8.964705,159.79999,63.0,27.6,0.0,152.68628,66.2,165.2,14.377082,CRUISE_LOW,0.5056719864105119,Normal
4080.0,1307.9412,1333.902,1320.9216,202.51373,32.870586,167.0,57.0,27.7,0.0,185.13727,-2.2000008,183.2,31.92646,CRUISE,0.8418354200301954,Normal
3384.0,1275.4902,1275.4902,1236.5491,218.5451,7.9686275,154.4,66.0,27.7,0.0,152.68628,57.199997,172.4,11.997506,CRUISE_LOW,0.7057097883840221,Normal
5456.0,1340.3922,1353.3726,1353.3726,208.52548,56.77647,174.2,60.0,27.8,0.0,185.13727,32.0,172.4,34.60348,HIGH,0.8902142684146666,Normal
2900.0,1256.0197,1262.5099,1204.098,202.51373,7.9686275,190.4,62.0,28.5,0.0,198.11765,78.8,192.2,14.674529,CRUISE_LOW,0.5827823913210237,Normal
2964.0,1256.0197,1281.9805,1223.5686,202.51373,16.933332,179.59999,63.0,27.8,0.0,159.17648,77.0,188.59999,14.079635,CRUISE_LOW,0.6227101957444249,Normal
3372.0,1269.0,1275.4902,1236.5491,220.54901,7.9686275,154.4,65.0,27.7,0.0,152.68628,57.199997,172.4,12.294953,CRUISE_LOW,0.7248695818246245,Normal
4480.0,1333.902,1372.8431,1353.3726,202.51373,38.847057,215.6,56.0,27.7,0.0,204.60785,-2.2000008,183.2,31.034119,CRUISE,0.7939723475459539,Normal
4744.0,1366.353,1359.8628,1359.8628,200.5098,46.815685,201.19998,57.0,27.7,0.0,185.13727,-2.2000008,186.79999,32.223907,CRUISE,0.8225313656836697,Normal
4532.0,1320.9216,1346.8823,1346.8823,198.50586,39.843136,179.59999,56.0,27.900002,0.0,165.66667,5.0,183.2,31.629013,CRUISE,0.4260735214512633,Normal
4500.0,1333.902,1372.8431,1353.3726,202.51373,41.835293,213.79999,55.0,27.7,0.0,224.07843,-2.2000008,186.79999,30.736671,CRUISE,0.7433876865715596,Normal
4624.0,1346.8823,1359.8628,1372.8431,202.51373,41.835293,186.79999,56.0,27.7,0.0,198.11765,1.3999977,183.2,32.521355,CRUISE,0.4770205583512968,Normal
4608.0,1340.3922,1359.8628,1366.353,200.5098,41.835293,186.79999,56.0,27.7,0.0,198.11765,1.3999977,183.2,32.521355,CRUISE,0.4222244814358892,Normal
5448.0,1249.5294,1269.0,1269.0,194.49803,62.75294,177.79999,58.0,27.6,0.0,165.66667,12.199997,177.79999,35.495823,HIGH,0.9270188858521587,Normal
5376.0,1333.902,1346.8823,1353.3726,210.52942,56.77647,168.79999,61.0,27.8,0.0,185.13727,35.6,172.4,34.60348,HIGH,0.9000792766814183,Normal
4712.0,1333.902,1359.8628,1359.8628,200.5098,41.835293,183.2,56.0,27.7,0.0,172.15686,1.3999977,183.2,31.92646,CRUISE,0.4704180451530758,Normal
2880.0,1262.5099,1269.0,1204.098,202.51373,7.9686275,190.4,62.0,27.900002,0.0,191.62746,78.8,192.2,14.674529,CRUISE_LOW,0.5210555765091359,Normal
3124.0,1269.0,1243.0393,1223.5686,202.51373,7.9686275,96.8,67.0,27.5,0.0,100.76471,82.399994,177.79999,13.48474,CRUISE_LOW,0.7626486990856769,Normal
3572.0,1243.0393,1256.0197,1210.5883,214.53723,7.9686275,159.79999,61.0,27.6,0.0,165.66667,84.2,172.4,9.915376,CRUISE_LOW,0.4365173362044662,Normal
2780.0,1256.0197,1269.0,1204.098,200.5098,7.9686275,177.79999,62.0,28.400002,0.0,185.13727,78.8,177.79999,15.566871,CRUISE_LOW,0.5549983124254201,Normal
3012.0,1262.5099,1288.4706,1210.5883,202.51373,8.964705,179.59999,63.0,28.5,0.0,178.64706,62.6,176.0,15.2694235,CRUISE_LOW,0.6799630825991185,Normal
5380.0,1314.4314,1340.3922,1340.3922,210.52942,58.768627,159.79999,63.0,28.2,0.0,217.58826,50.0,159.79999,34.90093,HIGH,0.7964493387520857,Normal
5392.0,1333.902,1353.3726,1359.8628,210.52942,56.77647,168.79999,61.0,27.8,0.0,191.62746,35.6,167.0,34.60348,HIGH,0.937209013887052,Normal
5448.0,1269.0,1288.4706,1281.9805,204.51764,60.760784,161.59999,60.0,27.6,0.0,172.15686,42.799995,177.79999,34.90093,HIGH,0.4645719251109062,Normal
3572.0,1256.0197,1269.0,1249.5294,206.52155,13.945098,167.0,66.0,28.2,0.0,159.17648,66.2,174.2,12.889848,CRUISE_LOW,0.8002059609881721,Normal
3152.0,1281.9805,1281.9805,1281.9805,204.51764,6.972549,174.2,65.0,28.0,0.0,198.11765,71.59999,167.0,13.782187,CRUISE_LOW,0.6152917687177826,Normal
5304.0,1275.4902,1288.4706,1275.4902,206.52155,59.764706,149.0,65.0,27.7,0.0,185.13727,78.8,172.4,34.90093,HIGH,0.98998518478441,Normal
3572.0,1262.5099,1269.0,1243.0393,208.52548,13.945098,172.4,66.0,28.3,0.0,172.15686,66.2,177.79999,12.889848,CRUISE_LOW,0.8181360496051313,Normal
2936.0,1262.5099,1269.0,1210.5883,202.51373,16.933332,185.0,62.0,28.1,0.0,191.62746,77.0,194.0,14.079635,CRUISE_LOW,0.7289330232681737,Normal
5440.0,1346.8823,1372.8431,1372.8431,210.52942,56.77647,167.0,61.0,27.8,0.0,217.58826,39.199997,176.0,34.60348,HIGH,0.995912807231831,Normal
5440.0,1269.0,1288.4706,1281.9805,202.51373,60.760784,149.0,63.0,27.6,0.0,185.13727,59.0,170.59999,34.306034,HIGH,0.5261429210788255,Normal
4684.0,1372.8431,1366.353,1372.8431,202.51373,41.835293,201.19998,56.0,27.7,0.0,185.13727,-2.2000008,186.79999,31.92646,CRUISE,0.8798779575960414,Normal
3532.0,1236.5491,1256.0197,1210.5883,212.53333,7.9686275,159.79999,60.0,27.6,0.0,146.19608,84.2,172.4,10.212823,CRUISE_LOW,0.4789928660558969,Normal
4520.0,1333.902,1353.3726,1359.8628,202.51373,37.85098,215.6,56.0,27.7,0.0,204.60785,-2.2000008,185.0,31.034119,CRUISE,0.6205816570800914,Normal
4392.0,1333.902,1359.8628,1346.8823,202.51373,37.85098,203.0,56.0,27.7,0.0,198.11765,-2.2000008,183.2,31.034119,CRUISE,0.6516952030943812,Normal
4576.0,1346.8823,1372.8431,1359.8628,202.51373,41.835293,186.79999,56.0,27.7,0.0,172.15686,-2.2000008,183.2,31.92646,CRUISE,0.459080432405865,Normal
4392.0,1333.902,1359.8628,1359.8628,202.51373,37.85098,192.2,57.0,27.7,0.0,191.62746,-2.2000008,183.2,31.629013,CRUISE,0.7003226593330376,Normal
3032.0,1269.0,1256.0197,1230.0588,180.47058,6.972549,98.59999,69.0,27.8,0.0,100.76471,69.799995,154.4,14.377082,CRUISE_LOW,0.905769728791723,Normal
5276.0,1320.9216,1346.8823,1346.8823,210.52942,56.77647,152.59999,62.0,27.900002,0.0,191.62746,57.199997,165.2,34.60348,HIGH,0.9980774404892973,Normal
5476.0,1256.0197,1275.4902,1269.0,202.51373,63.74902,172.4,58.0,27.6,0.0,165.66667,19.400002,177.79999,34.90093,HIGH,0.9542756525928894,Normal
4936.0,1327.4117,1346.8823,1346.8823,202.51373,48.807842,201.19998,56.0,28.0,0.0,178.64706,1.3999977,183.2,33.11625,CRUISE,0.8441593718589276,Normal
5408.0,1269.0,1288.4706,1288.4706,202.51373,61.756863,159.79999,61.0,28.1,0.0,204.60785,42.799995,176.0,34.90093,HIGH,0.4586290202036586,Normal
5460.0,1256.0197,1269.0,1269.0,200.5098,60.760784,172.4,58.0,27.8,0.0,165.66667,19.400002,176.0,34.90093,HIGH,0.793485791357026,Normal
2964.0,1262.5099,1243.0393,1204.098,202.51373,7.9686275,192.2,56.0,27.6,0.0,165.66667,89.59999,194.0,12.592401,CRUISE_LOW,0.6020874003692613,Normal
3340.0,1281.9805,1294.9608,1256.0197,206.52155,6.972549,183.2,65.0,28.1,0.0,224.07843,78.8,174.2,15.566871,CRUISE_LOW,0.6141358884225725,Normal
4900.0,1333.902,1346.8823,1346.8823,200.5098,48.807842,194.0,56.0,28.0,0.0,178.64706,5.0,183.2,33.413696,CRUISE,0.6860234859929499,Normal
3616.0,1249.5294,1249.5294,1210.5883,210.52942,7.9686275,158.0,61.0,27.6,0.0,165.66667,84.2,172.4,9.915376,CRUISE_LOW,0.4122080110643915,Normal
4760.0,1366.353,1372.8431,1366.353,200.5098,41.835293,190.4,56.0,27.7,0.0,178.64706,-2.2000008,183.2,31.92646,CRUISE,0.8848700400812911,Normal
5424.0,1269.0,1288.4706,1288.4706,206.52155,60.760784,161.59999,61.0,27.6,0.0,198.11765,42.799995,179.59999,34.90093,HIGH,0.3203501538234751,Normal
4672.0,1340.3922,1353.3726,1359.8628,202.51373,39.843136,215.6,56.0,27.7,0.0,198.11765,-2.2000008,186.79999,31.034119,CRUISE,0.6944188710580341,Normal
4432.0,1333.902,1372.8431,1366.353,200.5098,37.85098,186.79999,58.0,27.7,0.0,185.13727,-2.2000008,183.2,31.629013,CRUISE,0.7117605126477748,Normal
4104.0,1301.451,1327.4117,1307.9412,200.5098,32.870586,172.4,57.0,27.7,0.0,185.13727,-2.2000008,181.4,32.223907,CRUISE,0.9053606644850716,Normal
2788.0,1249.5294,1269.0,1210.5883,202.51373,7.9686275,174.2,62.0,28.400002,0.0,224.07843,80.59999,177.79999,15.566871,CRUISE_LOW,0.5826802719373247,Normal
3112.0,1294.9608,1288.4706,1256.0197,200.5098,6.972549,111.2,69.0,27.8,0.0,146.19608,66.2,190.4,14.079635,CRUISE_LOW,0.7018953375301018,Normal
5420.0,1275.4902,1288.4706,1288.4706,202.51373,62.75294,168.79999,58.0,28.0,0.0,165.66667,28.399994,172.4,34.90093,HIGH,0.6156280961263214,Normal
4400.0,1333.902,1372.8431,1353.3726,202.51373,37.85098,203.0,56.0,27.7,0.0,204.60785,-2.2000008,183.2,31.331566,CRUISE,0.8187299917239395,Normal
5460.0,1301.451,1314.4314,1314.4314,210.52942,59.764706,145.4,66.0,27.900002,0.0,191.62746,69.799995,183.2,34.90093,HIGH,0.6515068641022228,Normal
4624.0,1346.8823,1366.353,1366.353,202.51373,41.835293,186.79999,56.0,27.7,0.0,172.15686,1.3999977,183.2,32.223907,CRUISE,0.6386014769390538,Normal
3208.0,1236.5491,1236.5491,1223.5686,202.51373,8.964705,159.79999,63.0,27.6,0.0,152.68628,66.2,165.2,14.079635,CRUISE_LOW,0.5001074443633944,Normal
4172.0,1314.4314,1346.8823,1327.4117,200.5098,31.87451,156.2,60.0,27.7,0.0,172.15686,-2.2000008,181.4,31.92646,CRUISE,0.8534367887045098,Normal
4584.0,1333.902,1372.8431,1359.8628,200.5098,41.835293,186.79999,56.0,27.7,0.0,172.15686,1.3999977,186.79999,31.92646,CRUISE,0.5717568609239987,Normal
5428.0,1301.451,1314.4314,1314.4314,206.52155,59.764706,145.4,64.0,27.900002,0.0,185.13727,71.59999,172.4,35.495823,HIGH,0.5816048511617734,Normal
3796.0,1269.0,1262.5099,1210.5883,214.53723,10.956862,154.4,60.0,27.6,0.0,165.66667,82.399994,174.2,9.023036,CRUISE_LOW,0.5406290101024525,Normal
4928.0,1327.4117,1353.3726,1340.3922,200.5098,48.807842,201.19998,54.0,28.1,0.0,178.64706,1.3999977,183.2,33.11625,CRUISE,0.8270047903121736,Normal
2504.0,1230.0588,1230.0588,1184.6274,210.52942,11.952941,159.79999,58.0,27.6,0.0,152.68628,86.0,167.0,14.079635,CRUISE_LOW,0.8441255606223479,Normal
4596.0,1346.8823,1372.8431,1366.353,202.51373,39.843136,215.6,56.0,27.7,0.0,217.58826,-2.2000008,185.0,31.331566,CRUISE,0.8192849866946517,Normal
4524.0,1333.902,1366.353,1359.8628,202.51373,38.847057,215.6,56.0,27.7,0.0,204.60785,-2.2000008,186.79999,31.034119,CRUISE,0.6880699041303301,Normal
5420.0,1262.5099,1281.9805,1275.4902,206.52155,60.760784,167.0,61.0,27.6,0.0,191.62746,35.6,183.2,34.90093,HIGH,0.5237145388792468,Normal
5112.0,1281.9805,1320.9216,1294.9608,196.50195,61.756863,188.59999,56.0,27.8,0.0,165.66667,5.0,183.2,34.90093,HIGH,1.6129479173631291,Watch
3904.0,1223.5686,1197.6079,1132.7059,176.46274,7.9686275,150.79999,67.0,27.5,0.0,165.66667,32.0,134.59999,6.9409056,CRUISE_LOW,1.3691520550127143,Watch
5588.0,1275.4902,1294.9608,1269.0,208.52548,72.71372,159.79999,58.0,27.8,0.0,191.62746,91.399994,177.79999,38.172848,HIGH,1.5681438991910523,Watch
5432.0,1281.9805,1307.9412,1294.9608,210.52942,6.972549,167.0,52.0,27.6,0.0,217.58826,84.2,165.2,35.495823,HIGH,1.2270091531596397,Watch
3896.0,1236.5491,1243.0393,1236.5491,200.5098,13.945098,138.2,61.0,27.7,0.0,165.66667,8.599998,159.79999,12.889848,CRUISE_LOW,1.496678231947714,Watch
4308.0,1327.4117,1340.3922,1333.902,210.52942,48.807842,165.2,52.0,27.6,0.0,191.62746,80.59999,179.59999,14.377082,CRUISE,1.6996290700417898,Watch
4692.0,1359.8628,1372.8431,1359.8628,202.51373,41.835293,203.0,56.0,27.7,0.0,185.13727,-16.600002,186.79999,31.92646,CRUISE,1.0740273201747943,Watch
5136.0,1269.0,1294.9608,1288.4706,194.49803,56.77647,179.59999,58.0,27.5,0.0,152.68628,5.0,183.2,34.90093,HIGH,1.273912239618885,Watch
5400.0,1346.8823,1372.8431,1372.8431,200.5098,57.77255,183.2,57.0,27.8,0.0,191.62746,15.799995,181.4,34.90093,HIGH,1.1092940074780189,Watch
5092.0,1262.5099,1301.451,1288.4706,198.50586,59.764706,179.59999,57.0,27.6,0.0,152.68628,12.199997,183.2,34.90093,HIGH,1.363805089010683,Watch
5264.0,1320.9216,1346.8823,1346.8823,212.53333,56.77647,154.4,61.0,28.2,0.0,217.58826,57.199997,179.59999,34.306034,HIGH,1.010796183840864,Watch
3072.0,1236.5491,1191.1177,1191.1177,178.46666,7.9686275,84.2,67.0,27.5,0.0,87.78432,80.59999,143.59999,13.782187,CRUISE_LOW,1.2331566145732058,Watch
